Title,Year,Rating,Budget,Revenue,Profit,Runtime,genres,production_companies,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Romance,Scifi,Thriller,War,pixaranimationstudios,warnerbros,paramountpictures,columbiapictures,metrogoldwynmayer,universalpictures,lucasfilm,waltdisneypictures,marvelstudios,dccomics
The Transporter,2002,6.6,21000000,43928932,22928932,92,"Action,Crime,Thriller","TF1 Films Productions,Current Entertainment,Canal+,EuropaCorp",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reign of Fire,2002,6,60000000,43061982,-16938018,101,"Adventure,Action,Fantasy","The Zanuck Company,Spyglass Entertainment,World 2000 Entertainment,Touchstone Pictures,Tripod Entertainment",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Undercover Brother,2002,5.5,25000000,41604473,16604473,86,"Action,Comedy",Universal Pictures,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hours,2002,7,25000000,41597830,16597830,114,Drama,"Paramount Pictures,Miramax Films,Scott Rudin Productions",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A Walk to Remember,2002,7.5,11000000,41227069,30227069,101,"Drama,Romance","DiNovi Pictures,Pandora Pictures,Gaylord Films,Warner Bros.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
National Lampoon_��s Van Wilder,2002,5.9,5000000,38275483,33275483,92,"Comedy,Romance","Tapestry Films,Artisan Entertainment",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Halloween: Resurrection,2002,4.5,13000000,37664855,24664855,94,"Horror,Thriller",Dimension Films,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bowling for Columbine,2002,7.3,4000000,35564473,31564473,120,Documentary,"Alliance Atlantis Communications,TiMe Film- und TV-Produktions GmbH,Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG,Dog Eat Dog Films,Iconolatry Productions Inc.,Salter Street Films International,United Broadcasting Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K-19: The Widowmaker,2002,6.1,100000000,35168966,-64831034,138,"Drama,History,Thriller","Paramount Pictures,Intermedia Films,National Geographic Society,New Regency Pictures,Palomar Pictures (II),First Light Production",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
I Spy,2002,5.2,70000000,33561137,-36438863,97,"Action,Adventure,Comedy,Thriller",Columbia Pictures Corporation,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Friday After Next,2002,6,20000000,33526835,13526835,85,Comedy,New Line Cinema,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confessions of a Dangerous Mind,2002,6.6,30000000,33013805,3013805,113,"Comedy,Crime,Drama,Romance,Thriller","Miramax Films,Allied Filmmakers,Mad Chance",0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Confessions of a Dangerous Mind,2002,6.6,30000000,33013805,3013805,113,"Comedy,Crime,Drama,Romance,Thriller","Miramax Films,Allied Filmmakers,Mad Chance",0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Adaptation.,2002,7.3,19000000,32801173,13801173,114,"Comedy,Crime,Drama","Beverly Detroit,Propaganda Films,Clinica Estetico,Intermedia,Good Machine,Magnet Productions",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hart's War,2002,5.9,70000000,32287044,-37712956,125,"Drama,War","David Foster Productions,Cheyenne Enterprises,Metro-Goldwyn-Mayer (MGM),David Ladd Films",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Solaris,2002,5.9,47000000,30002758,-16997242,99,"Drama,Scifi,Mystery,Romance","Twentieth Century Fox Film Corporation,Lightstorm Entertainment",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Four Feathers,2002,6.5,35000000,29882645,-5117355,132,"War,Adventure,Drama,Romance","Paramount Pictures,Miramax Films,Marty Katz Productions,Jaffilms Inc.,Dune Films,Belhaven Limited",0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Far from Heaven,2002,6.9,13500000,29027914,15527914,107,"Drama,Romance",Clear Blue Sky Productions,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood Work,2002,6.1,50000000,26199517,-23800483,110,"Crime,Drama,Mystery,Thriller","Malpaso Productions,Warner Bros.",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Antwone Fisher,2002,6.7,12500000,23367586,10867586,120,"Drama,Romance","Fox Searchlight Pictures,Mundy Lane Entertainment",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuck Everlasting,2002,6.4,15000000,19158074,4158074,90,"Drama,Family,Fantasy,Romance,Scifi",Walt Disney Pictures,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
FearDotCom,2002,3.2,40000000,18902015,-21097985,101,"Horror,Thriller","Milagro Films,Franchise Pictures,DoRo Fiction Film,Signature Pictures,ApolloMedia Distribution,Carousel Picture Company, The,Luxembourg Film Fund,Filmyard Underwaterdeco",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Punch-Drunk Love,2002,6.9,25000000,17000000,-8000000,95,"Comedy,Drama,Romance","Columbia Pictures,New Line Cinema,Ghoulardi Film Company",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Life or Something Like It,2002,5.7,40000000,16872671,-23127329,103,"Comedy,Drama,Romance","Regency Enterprises,Epsilon Motion Pictures,Davis Entertainment,New Regency Pictures,Monarchy Enterprises S.a.r.l.,Atchity Entertainment International (AEI)",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Good Girl,2002,6.1,8000000,16856124,8856124,93,"Drama,Comedy,Romance","Fox Searchlight Pictures,Hungry Eye Lowland Pictures B.V.,Flan de Coco Films",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Femme Fatale,2002,6.2,35000000,16838910,-18161090,114,"Thriller,Crime,Romance","Epsilon Motion Pictures,Quinta Communications",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25th Hour,2002,7.2,15000000,13060843,-1939157,135,"Crime,Drama","40 Acres & A Mule Filmworks,Touchstone Pictures",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narc,2002,6.8,6500000,12633747,6133747,105,"Action,Crime,Drama,Thriller","Paramount Pictures,Lions Gate Films,Cruise/Wagner Productions",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Undisputed,2002,6.1,20000000,12398628,-7601372,96,"Action,Adventure,Drama,Thriller","Miramax Films,Amen Ra Films",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Secretary,2002,6.8,4000000,9304609,5304609,104,"Comedy,Drama,Romance","Slough Pond,double A Films",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Boat Trip,2002,4.7,20000000,8586376,-11413624,94,Comedy,"Motion Picture Corporation of America,Artisan Entertainment",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Pluto Nash,2002,4.4,100000000,7103973,-92896027,95,"Action,Comedy,Scifi","Village Roadshow Pictures,Castle Rock Entertainment,NPV Entertainment,Mel's Cite du Cinema",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Trapped,2002,5.8,30000000,6916869,-23083131,106,"Action,Crime,Drama,Thriller","Senator Film Produktion,Propaganda Films,Colombia Pictures",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
D-Tox,2002,5.4,55000000,6416302,-48583698,96,"Action,Thriller",Universal Pictures,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Equilibrium,2002,6.9,20000000,5359645,-14640355,107,"Action,Scifi,Thriller","Dimension Films,Blue Tulip Productions",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Spanish Apartment,2002,7,5300000,3897799,-1402201,122,"Drama,Comedy,Romance",Mate Producciones S.A.,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Salton Sea,2002,7,18000000,676698,-17323302,103,"Crime,Drama,Mystery,Thriller","Castle Rock Entertainment,Darkwoods Productions,Humble Journey Films",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ken Park,2002,5.7,1300000,447741,-852259,97,Drama,"Lou Yi Inc.,Cinթa,Kasander Film Company,Busy Bee Productions",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,2002,6.3,500000,150277,-349723,93,"Drama,Horror,Thriller,Romance","A Loopy Production LLC,2 Loop Films",0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Philosopher's Stone,2001,7.5,125000000,976475550,851475550,152,"Adventure,Fantasy,Family","1492 Pictures,Warner Bros.,Heyday Films",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Lord of the Rings: The Fellowship of the Ring,2001,8,93000000,871368364,778368364,178,"Adventure,Fantasy,Action","WingNut Films,New Line Cinema,The Saul Zaentz Company",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monsters, Inc.",2001,7.5,115000000,562816256,447816256,92,"Animation,Comedy,Family","Walt Disney Pictures,Pixar Animation Studios",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Shrek,2001,7.3,60000000,484409218,424409218,90,"Adventure,Animation,Comedy,Family,Fantasy","DreamWorks SKG,Pacific Data Images (PDI),DreamWorks Animation",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocean's Eleven,2001,7.2,85000000,450717150,365717150,116,"Thriller,Crime","Village Roadshow Pictures,Section Eight,NPV Entertainment,Jerry Weintraub Productions,Warner Bros.,WV Films II",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Pearl Harbor,2001,6.6,140000000,449220945,309220945,183,"History,Romance,War","Jerry Bruckheimer Films,Touchstone Pictures",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Mummy Returns,2001,6,98000000,433013274,335013274,130,"Adventure,Action,Fantasy","Universal Pictures,Alphaville Films,Imhotep Productions",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jurassic Park III,2001,5.7,93000000,368780809,275780809,92,"Adventure,Action,Thriller,Scifi","Universal Studios,Amblin Entertainment",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Planet of the Apes,2001,5.6,100000000,362211740,262211740,119,"Thriller,Scifi,Action,Adventure","Twentieth Century Fox Film Corporation,Tim Burton Productions,Zanuck Company, The",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hannibal,2001,6.4,87000000,351692268,264692268,131,"Crime,Drama,Thriller,Horror","Universal Pictures,Scott Free Productions,Metro-Goldwyn-Mayer (MGM),Dino De Laurentiis Company",0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Rush Hour 2,2001,6.4,90000000,347325802,257325802,90,"Action,Comedy,Crime,Thriller",New Line Cinema,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Beautiful Mind,2001,7.7,60000000,313542341,253542341,135,"Drama,Romance","Imagine Entertainment,DreamWorks SKG,Universal Pictures",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
American Pie 2,2001,6,30000000,287553595,257553595,108,"Comedy,Romance","Universal Pictures,Liveplanet,Zide-Perry Productions",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Bridget Jones's Diary,2001,6.6,25000000,281929795,256929795,97,"Comedy,Romance,Drama","Miramax Films,Universal Pictures,Studio Canal,Working Title Films,Little Bird",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Lara Croft: Tomb Raider,2001,5.7,115000000,274703340,159703340,100,"Adventure,Fantasy,Action,Thriller","Paramount Pictures,Toho-Towa,Mutual Film Company,Lawrence Gordon Productions,British Broadcasting Corporation (BBC),Marubeni,Eidos Interactive",1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
A.I. Artificial Intelligence,2001,6.8,100000000,235926552,135926552,146,"Drama,Scifi,Adventure","DreamWorks SKG,Amblin Entertainment,Stanley Kubrick Productions,Warner Bros.",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Fast and the Furious,2001,6.6,38000000,207283925,169283925,106,"Action,Crime,Thriller","Universal Pictures,Original Film,Ardustry Entertainment,Mediastream Film GmbH & Co. Productions KG",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vanilla Sky,2001,6.5,68000000,203388341,135388341,136,"Drama,Mystery,Romance,Scifi,Thriller","Paramount Pictures,Cruise-Wagner Productions,Vinyl Films",0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Atlantis: The Lost Empire,2001,6.7,120000000,186053725,66053725,95,"Animation,Family,Adventure,Scifi","Walt Disney Pictures,Walt Disney Feature Animation",0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Moulin Rouge!,2001,7.4,52500000,179213434,126713434,127,"Drama,Music,Romance","Bazmark Films,Twentieth Century Fox Film Corporation",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Dolittle 2,2001,4.9,70000000,176104344,106104344,87,"Comedy,Family,Romance,Fantasy","Twentieth Century Fox Film Corporation,Joseph M. Singer Entertainment,Davis Entertainment",0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Hawk Down,2001,7.2,92000000,172989651,80989651,144,"Action,History,War","Jerry Bruckheimer Films,Revolution Studios,Scott Free Productions",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Princess Diaries,2001,6.5,37000000,165335153,128335153,115,"Comedy,Family,Romance","Walt Disney Pictures,BrownHouse Productions,Bottom of the Ninth Productions",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Spy Kids,2001,5.5,35000000,147934180,112934180,88,"Action,Comedy,Family,Adventure","Dimension Films,Troublemaker Studios,Miramax",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mexican,2001,5.8,57000000,147845033,90845033,123,"Action,Comedy,Crime,Romance","DreamWorks SKG,Newmarket Capital Group,Lawrence Bender Productions,Pistolero Productions LLC",1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Swordfish,2001,6.1,102000000,147080413,45080413,99,"Action,Crime,Thriller","Village Roadshow Pictures,NPV Entertainment,Silver Pictures,Warner Bros.,Jonathan Krane Group",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Spy Game,2001,6.8,92000000,143049560,51049560,126,"Action,Crime,Thriller","Universal Pictures,Metropolitan Filmexport,Toho-Towa,Red Wagon Productions,Beacon Communications,Kalima Productions GmbH & Co. KG",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Legally Blonde,2001,6.2,18000000,141774679,123774679,96,Comedy,"Marc Platt Productions,Metro-Goldwyn-Mayer (MGM)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Scary Movie 2,2001,5.4,45000000,141220678,96220678,83,Comedy,"Gold/Miller Productions,Wayans Bros. Entertainment,Dimension Films,Brad Grey Pictures",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shallow Hal,2001,5.7,40000000,141069860,101069860,114,"Comedy,Romance",Twentieth Century Fox Film Corporation,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Knight's Tale,2001,6.6,65000000,117487473,52487473,132,"Adventure,Drama,Romance,Action","Columbia Pictures Corporation,Escape Artists,Black and Blu Entertainment,Finestkind",1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Along Came a Spider,2001,6.1,60000000,105178561,45178561,104,"Crime,Mystery,Thriller,Action","Paramount Pictures,AZL Productions KG,David Brown Productions,MFP Munich Film Partners,Phase 1 Productions,Revelations Entertainment",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Training Day,2001,7.3,45000000,104876233,59876233,122,"Action,Crime,Drama,Thriller","Village Roadshow Pictures,NPV Entertainment,Warner Bros.,Outlaw Productions (I),WV Films II",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Don't Say a Word,2001,6,50000000,100020092,50020092,113,Thriller,"Village Roadshow Pictures,NPV Entertainment,Regency Enterprises,Kopelson Entertainment,Epsilon Motion Pictures,New Regency Pictures,Furthur Films",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Evolution,2001,5.7,80000000,98376292,18376292,101,"Action,Comedy,Scifi","DreamWorks SKG,Columbia Pictures Corporation,Montecito Picture Company, The",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Enemy at the Gates,2001,7.2,68000000,96976270,28976270,131,War,"Paramount Pictures,Swanford Films,Mandalay Pictures,Little Bird,KC Medien,Reperage,DOS,MP Film Management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
The Wedding Planner,2001,5.4,35000000,94728529,59728529,103,Comedy,"Columbia Pictures Corporation,Intermedia Films,Dee Gee Entertainment,Tapestry Films,Prufrock Pictures,IMF Internationale Medien und Film GmbH & Co. Produktions KG",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cats & Dogs,2001,5,60000000,93375151,33375151,87,"Comedy,Family","Village Roadshow Pictures,NPV Entertainment,Mad Chance,Zide-Perry Productions,Warner Bros.,BenderSpink",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I Am Sam,2001,7.2,22000000,92542418,70542418,132,Drama,New Line Cinema,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Behind Enemy Lines,2001,6,40000000,91753202,51753202,106,"Action,Drama,Thriller,War","Twentieth Century Fox Film Corporation,Davis Entertainment",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Save the Last Dance,2001,6.3,13000000,91038276,78038276,112,"Drama,Family,Romance,Music","MTV Films,Cort/Madden Productions",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gosford Park,2001,6.8,19800000,87754044,67954044,137,"Drama,Mystery,Thriller",USA Films,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ali,2001,6.7,107000000,87713825,-19286175,157,Drama,Columbia Pictures Corporation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rat Race,2001,6,48000000,85498534,37498534,112,"Adventure,Comedy","Paramount Pictures,Fireworks Pictures,Alphaville Films",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Final Fantasy: The Spirits Within,2001,5.9,137000000,85131830,-51868170,106,"Adventure,Action,Animation,Fantasy,Scifi,Thriller","Columbia Pictures,Square USA,Chris Lee Productions",1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
The Animal,2001,4.6,22000000,84772742,62772742,84,"Action,Comedy","Revolution Studios,Happy Madison Productions",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blow,2001,7.4,53000000,83282296,30282296,124,"Crime,Drama",New Line Cinema,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Neutron: Boy Genius,2001,5.6,25000000,80936232,55936232,83,"Action,Adventure,Animation,Comedy,Family,Fantasy,Scifi","Nickelodeon Movies,Universal Cartoon Studios,Paramount Animation",1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Serendipity,2001,6.6,28000000,77516304,49516304,90,"Comedy,Romance","Miramax Films,Tapestry Films,Simon Fields Productions",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
From Hell,2001,6.6,35000000,74558115,39558115,122,"Horror,Mystery,Thriller","Twentieth Century Fox Film Corporation,Underworld Entertainment",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The One,2001,5.7,49000000,72700000,23700000,87,"Action,Scifi,Thriller","Columbia Pictures,Revolution Studios,Hard Eight Pictures,Wonder works studios entertainment group",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
The Royal Tenenbaums,2001,7.4,21000000,71441250,50441250,110,"Comedy,Drama",Touchstone Pictures,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Score,2001,6.7,68000000,71069884,3069884,124,"Action,Crime,Thriller","Paramount Pictures,Mandalay Pictures,Horseshoe Bay Productions",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Bandits,2001,6.2,75000000,67631903,-7368097,123,"Action,Comedy,Crime,Romance","Cheyenne Enterprises,Epsilon Motion Pictures,Empire Pictures,Metro-Goldwyn-Mayer (MGM),Hyde Park Entertainment,Baltimore Spring Creek Productions,Lotus Pictures",1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Not Another Teen Movie,2001,5.5,16000000,66468332,50468332,89,Comedy,"Original Film,Columbia Pictures Corporation,Neal H. Moritz Productions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sweet November,2001,6.4,40000000,65754228,25754228,119,"Drama,Romance","Bel Air Entertainment,Warner Bros.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Kiss of the Dragon,2001,6.4,25000000,64437847,39437847,98,"Action,Crime,Thriller","Twentieth Century Fox Film Corporation,Current Entertainment,Immortal Entertainment,Canal+,EuropaCorp,Quality Growth International Ltd.",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Captain Corelli's Mandolin,2001,5.6,57000000,62112895,5112895,131,"Drama,History,Romance","Miramax Films,Universal Pictures",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Zoolander,2001,6.1,28000000,60780981,32780981,89,Comedy,"Paramount Pictures,Village Roadshow Pictures,NPV Entertainment,Scott Rudin Productions,Red Hour Productions,Tenth Planet Productions,VH1 Television,Red Hour Films,MFP Munich Film Partners GmbH & Company I. Produktions KG",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jeepers Creepers,2001,6.1,10000000,59217789,49217789,90,"Horror,Thriller","United Artists,American Zoetrope,Cinerenta Medienbeteiligungs KG,Cinerenta-Cinebeta,VCL Communications",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15 Minutes,2001,5.7,60000000,56359980,-3640020,120,"Action,Crime,Thriller","New Line Cinema,Industry Entertainment,Tribeca Productions,New Redemption Pictures",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Driven,2001,4.5,94000000,54744738,-39255262,116,Action,"Epsilon Motion Pictures,Franchise Pictures,Trackform Film Productions,Mel's Cite du Cinema",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domestic Disturbance,2001,5.4,75000000,54249294,-20750706,89,"Mystery,Thriller,Crime",Paramount Pictures,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
K-PAX,2001,7.1,48000000,50315140,2315140,120,"Drama,Scifi","Intermedia Films,Lawrence Gordon Productions,Pathթ Pictures International,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Monster's Ball,2001,6.6,4000000,44909486,40909486,111,"Drama,Romance","Lions Gate Films,Lee Daniels Entertainment",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardball,2001,6.3,32000000,40222729,8222729,106,"Comedy,Romance","Paramount Pictures,GHS Productions KG,Munich Film Partners & Company (MFP) GHS Productions,Nides/McCormick Productions",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Crocodile Dundee in Los Angeles,2001,4.7,21150000,39438674,18288674,92,"Adventure,Comedy","Bungalow Productions,Silver Lion Films,Vision View Entertainment",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Majestic,2001,6.6,72000000,37317558,-34682442,152,"Drama,Romance","Village Roadshow Pictures,Castle Rock Entertainment,NPV Entertainment,Darkwoods Productions",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Joy Ride,2001,6.3,23000000,36642838,13642838,97,"Mystery,Thriller,Drama","Regency Enterprises,Epsilon Motion Pictures,LivePlanet,New Regency Pictures,Bad Robot",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Riding in Cars with Boys,2001,6.5,48000000,35743308,-12256692,132,"Comedy,Drama,Romance",Columbia Pictures,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
